h_mean,s_mean,v_mean,h_std,s_std,v_std,contrast,correlation,energy,homogeneity,dissimilarity,asm,lesion_ratio,hue_hist_0,hue_hist_1,hue_hist_2,hue_hist_3,hue_hist_4,hue_hist_5,plant,label
45.13541062401591,100.76995110632303,111.52117344824728,15.88702328408527,42.95338445864777,31.048225733877974,5.829406076960803,0.9316836310754415,0.5177124360586719,0.712909124802912,1.0669089872866977,0.26803767713263754,0.14361481727024114,0.15919449925422668,0.7905030250549316,0.0447501465678215,0.0,0.0007458357722498477,0.004806497134268284,cabai,bacterial_spot
51.939866707058464,97.4916691911542,104.05036352620418,8.765907140966334,45.83393698045557,34.31774286914523,8.012080472999326,0.8991229368058411,0.47077446118372857,0.6450067106877624,1.4715672827138184,0.22164328503472347,0.41911541956982734,0.03983641415834427,0.9190396666526794,0.04097243398427963,0.0,0.0,0.00015146925579756498,cabai,bacterial_spot
51.45788986580287,71.99583526145302,121.20006169983033,12.352584418120017,33.196471045718965,34.78281820646477,6.642940891061699,0.9393618058489511,0.48088319190004325,0.6775582318778162,1.2383708880380748,0.23126241728904162,0.3990436526299553,0.07735615968704224,0.7309887409210205,0.19003547728061676,0.0007712478982284665,0.00038562394911423326,0.00046274872147478163,cabai,bacterial_spot
33.91607240811849,150.80019199122327,124.56520844761383,14.135038708719765,45.6455267093646,41.688855116107725,9.857515074862365,0.9157091111144432,0.41841576628661237,0.6474042457356872,1.4707749773870824,0.1750866820322185,0.250891387822271,0.3193225562572479,0.6747806072235107,6.856829713797197e-05,0.0,0.00027427318855188787,0.0055540320463478565,cabai,bacterial_spot
47.87888871691688,140.35133880204302,93.99195171026157,11.26900005493817,58.50075033671032,45.405513639398436,9.89645811595863,0.8721973228353059,0.4831621501344584,0.6727224111959812,1.4734526115934794,0.2334577649665267,0.5605943352422226,0.06283856928348541,0.9103080034255981,0.020198112353682518,0.0028633337933570147,0.002244234550744295,0.001547747990116477,cabai,bacterial_spot
49.98614122019201,92.26122638587798,131.8248683803035,8.351319844573204,34.65694887254771,25.990406448078993,8.490947535695659,0.9247068651445721,0.48489241861637733,0.7023922237173056,1.1789203662541943,0.23513676371408732,0.4370548157324249,0.027098173275589943,0.9553267359733582,0.01633632741868496,0.0,7.742334855720401e-05,0.001161350286565721,cabai,bacterial_spot
30.096261528326746,89.18803524374177,121.60663702239789,19.900202821116917,51.020485404935926,50.118347180108366,11.83418726344216,0.8613023395170243,0.08973604317172451,0.4427973555719503,2.135727801825522,0.008063628226941608,0.432518115942029,0.48081356287002563,0.5141221880912781,0.00016469038382638246,0.0,0.0,0.004899539053440094,cabai,bacterial_spot
44.57166566083283,99.35018105009053,104.58139710319855,13.197343638799625,41.42777201556485,32.5511854631247,5.704326618609063,0.9287647220725744,0.4712874387818863,0.7086252711477274,1.0539889746449298,0.22212539620333027,0.18014484007242004,0.13292093575000763,0.840675950050354,0.02248038537800312,0.0005280627519823611,0.0012824381701648235,0.0021122510079294443,cabai,bacterial_spot
32.74493396055726,103.64646281888909,117.87520354622761,17.442467504183647,65.24690436135944,56.79245123283407,12.150167642204798,0.8982630969208916,0.14667651496837458,0.4884658138632103,2.06221560678543,0.021533288540176165,0.46413063144563055,0.4198480248451233,0.566763162612915,0.012167541310191154,0.0005427899304777384,0.0,0.000678487413097173,cabai,bacterial_spot
48.18498458461795,127.73652195650362,104.78351804016332,12.128994949100527,59.12236141315131,49.02045030335162,5.2782910170772475,0.9424057993162165,0.5188117755863704,0.733236888922089,1.0064000779576203,0.26918115464490816,0.386801099908341,0.08074326813220978,0.8385134339332581,0.07832680642604828,0.001499874982982874,0.0004999583470635116,0.0004166319558862597,cabai,bacterial_spot
